enemy_distance,enemy_bearing,enemy_velocity,my_energy,enemy_energy,wall_distance,wall_bearing,turn_rate,move_distance,fire_power
342.97230909259065,45.60147346539348,0.0,100.0,100.0,106.763048605976,-127.36189899652902,135.6014734653935,60.0,2.0
470.48853829440617,36.567030517388794,0.0,100.0,100.0,106.763048605976,-127.36189899652902,126.56703051738879,60.0,1.0
341.1790789603578,35.66611739256259,1.0,100.0,100.0,107.49869541600503,-137.361898996529,125.6661173925626,60.0,2.0
469.5943395326146,26.621599373186854,0.0,100.0,100.0,107.49869541600503,-137.361898996529,116.62159937318685,60.0,1.0
467.68594385800657,17.444753920779156,0.0,100.0,100.0,109.16861975053439,-146.61189899652902,107.44475392077916,60.0,1.0
465.5152677341555,8.927151921923734,1.0,100.0,100.0,111.89001405266958,-155.111898996529,98.92715192192374,60.0,1.0
463.27816044884037,1.0701149801092247,2.0,100.0,100.0,115.71240313349722,-162.86189899652896,91.07011498010922,60.0,1.0
461.1322822965949,-6.119571333014237,3.0,100.0,100.0,120.63433486121585,-169.86189899652902,83.88042866698576,60.0,1.0
459.1927426091904,-12.63146394075707,4.0,100.0,100.0,126.62052515627295,-176.11189899652902,77.36853605924293,60.0,1.0
456.9258959150034,-18.44758437836727,4.391997465544041,100.0,100.0,133.61775521995094,178.38810100347098,71.55241562163273,60.0,1.0
453.825119705515,-23.571595066122136,4.246969232760582,100.0,100.0,141.56848981936128,173.63810100347098,66.42840493387786,-60.0,1.0
450.7274971380862,-27.876315678462394,2.2469692327605824,100.0,100.0,147.47063759770379,169.63810100347098,62.12368432153761,-60.0,1.0
447.6266317676296,-33.6480286654625,0.24696923276058236,100.0,100.0,151.31833070359232,164.13810100347092,56.3519713345375,-60.0,1.0
445.3417891269171,-40.86935415699482,-0.8765153836197088,100.0,100.0,153.16121863281194,157.13810100347092,49.13064584300518,-60.0,1.0
443.86471374483733,-49.51850699788404,-1.8765153836197088,100.0,100.0,153.16121863281194,148.63810100347092,40.48149300211596,-60.0,1.0
442.4026971187631,-59.67823559979238,-2.876515383619709,100.0,100.0,152.4106679646393,138.63810100347098,30.32176440020762,-60.0,1.0
217.3170854329064,-62.856682461408276,8.0,100.0,100.0,151.14152792307436,129.38810100347098,27.143317538591724,-60.0,2.0
440.88641825802597,-69.09711261264064,-3.876515383619709,100.0,100.0,151.14152792307436,129.38810100347098,20.902887387359357,60.0,1.0
209.6077487859667,-71.93033366159601,8.0,100.0,100.0,151.14152792307436,120.88810100347104,18.06966633840399,60.0,2.0
438.61909551479266,-78.15963022409835,-4.876515383619709,100.0,100.0,151.14152792307436,120.88810100347104,11.84036977590165,60.0,1.0
201.74809256826717,-82.7842331448695,8.0,100.0,100.0,151.49807190223078,110.88810100347098,7.2157668551304965,60.0,2.0
436.521259466706,-89.01054350808643,-5.876515383619709,100.0,100.0,151.49807190223078,110.88810100347098,0.9894564919135718,60.0,1.0
193.80950952283163,-84.93476200759554,8.0,100.0,100.0,152.17878651228932,109.89864451155739,5.065237992404462,60.0,3.0
434.86946812394984,-91.14017979159071,-6.876515383619709,100.0,100.0,152.17878651228932,109.89864451155739,-1.140179791590711,60.0,1.0
185.7695921077102,-85.29060424396125,8.0,100.0,100.0,153.2557879296338,111.03882430314815,4.709395756038745,60.0,3.0
433.8181308012989,-91.42479408785603,-7.876515383619709,100.0,100.0,153.2557879296338,111.03882430314815,-1.4247940878560286,60.0,1.0
177.6501916260514,-85.7402220950669,8.0,100.0,100.0,154.78417477475273,112.46361839100416,4.259777904933102,60.0,3.0
433.5458558875423,-91.58449042448991,-8.0,100.0,100.0,154.78417477475273,112.46361839100416,-1.584490424489914,60.0,1.0
169.4934264422695,-86.46082112447418,8.0,100.0,100.0,156.82169259802356,114.048108815494,3.5391788755258204,60.0,3.0
434.0817172137599,-91.71520431207746,-8.0,100.0,100.0,156.82169259802356,114.048108815494,-1.7152043120774607,60.0,1.0
161.36599928318438,-87.54386946411712,8.0,100.0,100.0,159.42961977823325,115.76331312757151,2.4561305358828776,60.0,3.0
435.43985669970965,-91.83179173069155,-8.0,100.0,100.0,159.42961977823325,115.76331312757151,-1.831791730691549,60.0,1.0
153.3666264194605,-89.07698066005325,8.0,100.0,100.0,162.6721620143005,117.59510485826303,0.9230193399467481,60.0,3.0
437.6233032488025,-91.93316032540888,-8.0,100.0,100.0,162.6721620143005,117.59510485826303,-1.9331603254088776,60.0,1.0
145.63609570074965,-91.15905660471999,8.0,100.0,100.0,166.61498493022145,119.52826518367192,-1.1590566047199928,60.0,3.0
440.6231782612647,-92.01867793693503,-8.0,100.0,100.0,166.61498493022145,119.52826518367192,-2.0186779369350347,60.0,1.0
138.04951129562062,-90.16613778814076,8.0,99.4,100.0,166.61498493022145,121.54694312060701,-0.16613778814075886,60.0,3.0
443.64297997222803,-90.79041383548463,0.0,99.4,97.0,166.61498493022145,121.54694312060701,-0.7904138354846282,60.0,1.0
130.44133553036795,-91.62843423215915,8.0,99.4,100.0,167.1381818978216,121.54694312060701,-1.628434232159151,60.0,3.0
443.65790163997906,-90.91954570912303,0.0,99.4,97.0,167.1381818978216,121.54694312060701,-0.9195457091230281,60.0,1.0
122.85816797018234,-92.68500009061344,8.0,99.4,100.0,168.21179436475757,122.46648882973,-2.6850000906134426,60.0,3.0
443.6624095949412,-90.25828635616317,0.0,99.4,97.0,168.21179436475757,122.46648882973,-0.2582863561631683,60.0,1.0
115.41283458521028,-95.01091632402667,8.0,99.4,100.0,169.83360680405065,122.72477518589312,-5.010916324026667,60.0,3.0
443.6725523261377,-90.38742231738294,0.0,99.4,97.0,169.83360680405065,122.72477518589312,-0.3874223173829421,60.0,1.0
108.2384773126687,-97.92752614445455,8.0,99.4,100.0,172.01872795493637,123.1121975032761,-7.927526144454546,60.0,3.0
443.3849084958079,-90.5006061386626,0.3296383352738217,99.4,97.0,172.01872795493637,123.1121975032761,-0.5006061386626044,60.0,1.0
101.51504260372006,-101.57581362516147,8.0,96.4,100.0,174.78661627873282,123.61280364193868,-11.575813625161473,60.0,3.0
443.7844579536191,-90.65592395568518,0.0,96.4,97.0,174.78661627873282,123.61280364193868,-0.6559239556851821,60.0,1.0
443.8250163309719,-90.77459615076528,0.0,96.4,95.60716502858135,178.16506673051163,124.26872759762387,-0.7745961507652765,60.0,1.0
442.8890169398533,-90.92070080755619,1.0,96.4,95.60716502858135,182.18443640391945,125.04332374838913,-0.9207008075561873,60.0,1.0
440.99855601380676,-91.0846674945913,2.0,96.4,95.60716502858135,186.88265370648662,125.96402455594534,-1.0846674945913009,60.0,1.0
438.14148098983316,-91.12345925325565,3.0,96.4,95.60716502858135,191.7026018299738,127.04869205053666,-1.1234592532556462,60.0,1.0
434.31904374170847,-91.16535788783003,4.0,96.4,95.60716502858135,196.64681267356434,128.17215130379225,-1.1653578878300266,60.0,1.0
429.53125218403443,-91.21028559495268,5.0,105.4,95.60716502858135,201.71791137948617,129.3375091916223,-1.2102855949526798,-60.0,1.0
423.7370833098878,-90.98735821415207,6.0,105.4,95.60716502858135,205.61840418949475,130.54779478657503,-0.9873582141520671,-60.0,1.0
417.4404146769928,-90.73691849600952,6.477477637355694,105.4,95.60716502858135,208.27072192739172,131.53515300072706,-0.7369184960095225,60.0,1.0
411.2246144509528,-90.87351811472949,6.390885194998437,105.4,95.60716502858135,211.6339814502952,132.2720714967366,-0.8735181147294924,60.0,1.0
405.0607364775185,-91.01897380870129,6.343133056785893,105.4,95.60716502858135,215.73710868601063,133.14558961146605,-1.0189738087012898,60.0,1.0
399.00293845756056,-91.16774075975839,6.244038516933326,105.4,95.60716502858135,220.61415968363417,134.16456342016738,-1.167740759758388,60.0,2.0
393.0920663417259,-91.32172819930244,6.109400598666366,105.4,95.60716502858135,226.303727242582,135.33230417992576,-1.3217281993024415,60.0,2.0
387.2839018066192,-91.335245471649,6.001437972651135,105.4,95.60716502858135,232.12150564902424,136.65403237922817,-1.335245471649003,60.0,2.0
381.4616334547086,-91.3524666927807,6.012878060446816,105.4,94.35222411288169,238.06566239703807,137.98927785087722,-1.3524666927806948,60.0,2.0
375.82575839393945,-91.3640887842828,5.819904627069764,105.4,94.35222411288169,244.13453632196627,139.34174454365785,-1.3640887842827993,60.0,2.0
372.1254639584579,-91.31539915736191,3.8369074984343423,103.4,94.35222411288169,248.689447399205,50.705833327940695,-1.3153991573619095,60.0,2.0
367.4088247631712,-91.32063343635801,4.836907498434343,103.4,84.35222411288169,243.7664920826163,52.02123248530256,-1.3206334363580083,-60.0,2.0
361.6477328568698,-91.02344594729253,5.836907498434343,103.4,84.35222411288169,240.18425729371347,53.3418659216606,-1.0234459472925295,-60.0,2.0
354.8682631432321,-90.74469034847381,6.836907498434343,103.4,84.35222411288169,237.85379676326755,54.365311868953086,-0.7446903484738101,-60.0,2.0
347.0872515785668,-90.46757601764673,7.836907498434343,103.4,84.35222411288169,236.7097913843054,55.11000221742694,-0.46757601764673495,-60.0,2.0
339.1437985833453,-90.15856505972975,8.0,103.4,84.35222411288169,236.7097913843054,55.5775782350737,-0.158565059729753,-60.0,2.0
331.20412509421845,-89.99664390465202,8.0,103.4,84.35222411288169,237.2727962022442,55.73614329480341,0.003356095347982091,-60.0,2.0
323.270328238953,-89.82549441529079,8.0,103.4,84.35222411288169,238.39890265508842,55.73278719945546,0.17450558470920896,-60.0,2.0
315.3319543457829,-89.62484854105037,8.0,103.4,84.35222411288169,240.09560556871264,55.55828161474619,0.375151458949631,-60.0,2.0
307.3905667073988,-89.40731091364974,8.0,103.4,84.35222411288169,242.37942683853885,55.18313015579656,0.5926890863502621,-60.0,2.0
299.4487939379908,-89.16816559420104,8.0,103.4,84.35222411288169,245.27651261839924,54.590441069446285,0.8318344057989577,60.0,2.0
291.47235059839613,-89.49763030576791,8.0,103.4,82.78019862656512,247.0500781241724,53.758606663647356,0.5023696942320868,60.0,2.0
283.4833385766706,-89.88017967478794,8.0,103.4,82.78019862656512,247.64831550019238,53.25623696941528,0.11982032521206065,60.0,2.0
275.49151329933807,-90.17315992701712,8.0,103.4,82.78019862656512,247.34835958407456,53.13641664420322,-0.17315992701712446,60.0,2.0
267.5020156867569,-90.37958592065779,8.0,101.4,82.78019862656512,246.45212289254965,53.309576571220305,-0.37958592065778873,60.0,2.0
259.51976904455614,-90.60321730626441,8.0,101.4,82.78019862656512,244.97170886829173,53.68916249187811,-0.603217306264412,60.0,2.0
251.5503136322962,-90.84739846590784,8.0,101.4,82.78019862656512,242.92893662851515,54.29237979814252,-0.847398465907844,60.0,2.0
243.60007078550026,-91.11511074514054,8.0,107.4,72.78019862656512,240.35684311837628,55.13977826405039,-1.1151107451405409,60.0,2.0
235.74532805825768,-91.5684679124743,8.0,107.4,72.78019862656512,237.3015970658866,56.25488900919089,-1.5684679124743042,60.0,2.0
227.95440777096573,-91.91976543317496,8.0,107.4,72.78019862656512,233.8401437668805,57.82335692166521,-1.919765433174959,60.0,2.0
220.2318597664577,-92.28391992385376,8.0,107.4,72.78019862656512,230.0610612710111,59.74312235484018,-2.283919923853759,60.0,2.0
212.5768407395081,-92.55063011004229,8.0,107.4,72.78019862656512,226.3086230331608,62.0270422786939,-2.5506301100422917,60.0,2.0
204.97909506445092,-92.70158084573868,8.0,107.4,72.78019862656512,222.87432605832504,64.57767238873623,-2.7015808457386754,60.0,2.0
197.46392462279374,-92.88121945478541,8.0,107.4,72.78019862656512,219.78440551851276,67.27925323447488,-2.881219454785409,60.0,3.0
190.03016982405416,-93.06237326683852,8.0,107.4,72.78019862656512,217.0693100303116,70.1604726892603,-3.06237326683852,60.0,3.0
182.69471459784828,-93.26319409261679,8.0,107.4,71.41447107985539,214.7601095893097,73.22284595609881,-3.2631940926167857,60.0,3.0
175.52654563607047,-93.5225078729637,8.0,113.4,61.41447107985539,212.8906514129206,76.48604004871561,-3.5225078729637005,-60.0,3.0
168.73731795613082,-93.30991056310836,8.0,113.4,61.41447107985539,211.84964389564448,80.00854792167928,-3.3099105631083603,-60.0,3.0
162.0955538403963,-92.87801092374214,8.0,110.4,61.41447107985539,211.3842408161703,83.31845848478764,-2.8780109237421385,-60.0,3.0
155.5055282722023,-92.33721541964576,8.0,110.4,61.41447107985539,211.2515700456796,86.19646940852977,-2.3372154196457586,-60.0,3.0
148.95659769734084,-91.72980030450336,8.0,110.4,61.41447107985539,211.2515700456796,88.53368482817552,-1.7298003045033568,-60.0,3.0
142.44658315430044,-91.44247242624463,8.0,110.4,61.41447107985539,211.24697137879303,90.26348513267891,-1.4424724262446347,-60.0,3.0
135.95645636983463,-91.11331291281518,8.0,110.4,61.41447107985539,211.1874310244374,91.7059575589235,-1.113312912815175,-60.0,3.0
129.46376574756323,-90.73425612667064,8.0,110.4,61.41447107985539,211.03987392842447,92.81927047173866,-0.734256126670644,-60.0,3.0
122.94072055236583,-90.29320517755261,8.0,110.4,61.41447107985539,210.7919499858703,93.55352659840935,-0.29320517755260767,-60.0,3.0
116.34777291906099,-89.76852597313743,8.0,110.4,61.41447107985539,210.45651144363165,93.84673177596193,0.23147402686257124,-60.0,3.0
109.65749698027803,-89.14713796024067,8.0,110.4,61.41447107985539,210.0781737049527,93.61525774909938,0.8528620397593301,-60.0,3.0
102.86071427962187,-88.41529486881043,8.0,110.4,61.41447107985539,209.7408141356155,92.76239570934007,1.5847051311895655,-60.0,3.0
95.94976304952925,-87.53511281857,8.0,110.4,60.45216511587089,209.57638908892704,91.17769057815048,2.464887181430001,-60.0,3.0
88.88706856220202,-87.12317555996087,8.0,110.4,60.45216511587089,209.75610052170202,88.71280339672052,2.8768244400391296,-60.0,3.0
81.89718011915055,-86.9754624856388,8.0,110.4,60.45216511587089,210.3369958645094,85.83597895668134,3.0245375143611994,60.0,3.0
76.37209145957162,-87.06296817784155,6.0,110.4,50.45216511587089,211.08780655360312,82.81144144232019,2.9370318221584455,60.0,3.0
72.55734000471047,-87.61626653717059,4.0,110.4,50.45216511587089,211.79103224771222,79.87440962016171,2.3837334628294116,60.0,3.0
70.61897241299775,-88.7152591586605,2.0,110.4,50.45216511587089,212.2242292185777,77.4906761573323,1.2847408413394987,60.0,3.0
70.61897241299775,-90.0,-0.0,107.4,50.45216511587089,212.2242292185777,76.2059353159928,0.0,60.0,3.0
71.60601124687541,-90.65079046296025,-1.0,107.4,50.45216511587089,211.98579636286183,76.2059353159928,-0.650790462960245,60.0,3.0
73.5840963333218,-91.24972876435581,-2.0,107.4,50.45216511587089,211.53102263288287,76.85672577895303,-1.2497287643558082,60.0,3.0
280.2072067241659,-86.65116683429312,-8.0,107.4,74.0,211.53102263288287,76.85672577895303,3.3488331657068784,60.0,2.0
76.7877319408761,-96.34127882073096,-3.0,107.4,50.45216511587089,210.67937284511464,73.50789261324616,-6.341278820730963,60.0,3.0
283.1088833800115,-92.13125865235753,-8.0,107.4,74.0,210.67937284511464,73.50789261324616,-2.1312586523575305,60.0,2.0
81.01282526063196,-96.3325330001609,-4.0,107.4,50.45216511587089,209.6872609316245,75.63915126560369,-6.332533000160893,60.0,3.0
286.4575899199253,-92.27380167889855,-8.0,107.4,74.0,209.6872609316245,75.63915126560369,-2.2738016788985504,60.0,2.0
86.23809842581922,-96.43638585649427,-5.0,107.4,50.45216511587089,208.64027338863787,77.91295294450225,-6.436385856494269,60.0,3.0
289.62544038747853,-92.46487888216694,-8.0,107.4,74.0,208.64027338863787,77.91295294450225,-2.4648788821669427,60.0,2.0
89.67960645080187,-97.25751800723341,-3.0,107.4,49.80233037763627,207.6373720470496,80.3778318266692,-7.257518007233415,60.0,3.0
292.63752635398373,-92.65017805407862,-8.0,107.4,74.0,207.6373720470496,80.3778318266692,-2.650178054078623,-60.0,2.0
91.01191941876436,-96.90001963353755,-1.0,116.4,33.80233037763627,207.1518356144794,83.02800988074779,-6.900019633537553,-60.0,3.0
295.3860318280657,-92.24914941998261,-8.0,116.4,74.0,207.1518356144794,83.02800988074779,-2.249149419982615,-60.0,2.0
90.75083047584155,-96.0469035773566,0.5,116.4,33.80233037763627,206.98716400043105,85.27715930073043,-6.046903577356602,-60.0,3.0
297.83071818319684,-91.85982305654275,-8.0,116.4,74.0,206.98716400043105,85.27715930073043,-1.8598230565427514,-60.0,2.0
89.41789034944101,-94.62464387855061,1.5,116.4,33.80233037763627,206.98716400043105,87.13698235727315,-4.624643878550614,-60.0,3.0
300.03441141636495,-91.47407204341958,-8.0,116.4,74.0,206.98716400043105,87.13698235727315,-1.4740720434195822,-60.0,2.0
87.14466627507745,-93.25195768478244,2.5,116.4,33.80233037763627,207.01140330003454,88.61105440069275,-3.2519576847824396,-60.0,3.0
302.0955751155323,-91.28024909363947,-8.0,116.4,74.0,207.01140330003454,88.61105440069275,-1.280249093639469,-60.0,2.0
83.97084787110988,-91.70880862749817,3.5,116.4,33.80233037763627,207.01519752157725,89.89130349433225,-1.708808627498172,-60.0,3.0
303.9836350433747,-91.09085226840553,-8.0,116.4,72.0,207.01519752157725,89.89130349433225,-1.090852268405527,-60.0,2.0
82.32504351927109,-89.18107089223498,1.8874618952264544,116.4,33.80233037763627,206.96377448456593,90.98215576273776,0.8189291077650154,-60.0,3.0
305.52625446799124,-90.9109444667932,-8.0,116.4,72.0,206.96377448456593,90.98215576273776,-0.9109444667931967,-60.0,2.0
82.54487140085834,-85.49304216960819,-0.00242494046831343,116.4,33.80233037763627,206.83163520199338,91.89310022953094,4.506957830391812,-60.0,3.0
306.6298040362498,-90.73380232681873,-8.0,116.4,72.0,206.83163520199338,91.89310022953094,-0.7338023268187328,-60.0,2.0
84.08567903463265,-81.07844856677247,-1.0024249404683134,116.4,33.80233037763627,206.60247501229225,92.62690255634965,8.921551433227535,-60.0,3.0
307.26922218213434,-90.5548521634666,-8.0,116.4,72.0,206.60247501229225,92.62690255634965,-0.5548521634666059,-60.0,2.0
307.59725834386376,-90.37133586824744,-8.0,116.4,72.0,206.26945366141524,93.18175471981624,-0.37133586824744214,-60.0,2.0
307.8374717260514,-90.18546139611104,-8.0,114.4,72.0,205.8356399282526,93.5530905880637,-0.1854613961110374,-60.0,2.0
308.0603389632036,-89.99942251122661,-8.0,114.4,72.0,205.3140099270043,93.73855198417476,5.774887733878131E-4,-60.0,2.0
308.03629979341275,-89.99999328198976,-8.0,114.4,72.0,204.79246038683783,93.73797449540132,6.718010240547301E-6,-60.0,2.0
307.45426970673896,-89.99604915565197,-8.0,114.4,72.0,204.27091178268705,93.73796777739108,0.003950844348025839,-60.0,2.0
306.3165485304901,-89.9847901503027,-8.0,114.4,72.0,203.7499136481694,93.73401693304305,0.01520984969729966,-60.0,2.0
304.7740318164508,-89.97177724266162,-8.0,114.4,72.0,203.23103471930017,93.71880708334578,0.02822275733838353,-60.0,2.0
303.0646287823656,-89.96506750689537,-8.0,114.4,72.0,202.7160881960545,93.69058432600735,0.03493249310463398,-60.0,2.0
301.27816963260676,-89.96157862920049,-8.0,114.4,72.0,202.20600914947534,93.65565183290272,0.03842137079951158,-60.0,2.0
299.2803663678533,-89.95146976777903,-8.0,114.4,72.0,201.70128393697752,93.61723046210318,0.04853023222096908,-60.0,2.0
296.85677785607146,-89.92742496849436,-8.0,114.4,76.0,196.86286734528016,-176.43129977011785,0.07257503150563593,-60.0,2.0
294.0525357417003,-91.45301443142603,-8.0,113.20000000000002,76.0,196.86286734528016,-176.50387480162345,-1.453014431426027,-60.0,2.0
291.12639934061366,-92.71817152989375,-8.0,113.20000000000002,76.0,195.8647284205474,-176.50387480162345,-2.718171529893752,-60.0,2.0
288.4321366392159,-91.09531910041233,-8.0,113.20000000000002,76.0,193.87648045157505,-173.7857032717297,-1.0953191004123255,60.0,2.0
286.18473743995816,-91.53119127055942,-8.0,112.60000000000002,76.0,193.87648045157505,-172.69038417131736,-1.5311912705594182,60.0,2.0
284.2697298177387,-91.76047071537913,-8.0,110.60000000000002,76.0,194.86459962308595,-171.15919290075794,-1.7604707153791281,60.0,2.0
282.35097096174735,-91.9734584955128,-8.0,110.60000000000002,76.0,196.83046211590352,-169.39872218537886,-1.9734584955128014,60.0,2.0
280.2521807310509,-92.18025205257914,-8.0,110.60000000000002,76.0,199.75850067778765,-167.42526368986603,-2.180252052579135,60.0,2.0
278.185979907791,-92.40202570381503,-8.0,110.60000000000002,76.0,203.11936508706316,104.7549883627131,-2.4020257038150277,60.0,2.0
276.6104717389333,-92.64775346513608,-8.0,110.00000000000003,76.0,204.59432145231716,107.15701406652815,-2.647753465136077,60.0,2.0
275.60048631730143,-91.64688915431205,-8.0,109.40000000000003,76.0,204.59432145231716,109.80476753166423,-1.6468891543120492,60.0,2.0
274.8595283946655,-93.30518332567813,-8.0,108.20000000000005,76.0,204.59432145231716,109.80476753166423,-3.3051833256781293,60.0,2.0
273.8818248105456,-95.1696379122677,-8.0,107.60000000000005,76.0,204.93313766125493,109.80476753166423,-5.169637912267703,60.0,2.0
